name,category,description,compatibility,tools,mcp_servers,repo,license
reviewer-general,general,코드 품질을 검토할 때,fully-compatible,read_file|grep|glob,,sodam-ai/SoDam-Agent,Apache-2.0
roadmap-planner,general,일정·우선순위를 관리할 때,fully-compatible,read_file|write_file,,sodam-ai/SoDam-Agent,Apache-2.0
social-manager,general,플랫폼별 SNS 게시물과 해시태그 전략을 짤 때,fully-compatible,read_file|write_file|edit_file,,sodam-ai/SoDam-Agent,Apache-2.0
terminology-reviewer,general,용어 일관성을 검수할 때,fully-compatible,read_file|grep,,sodam-ai/SoDam-Agent,Apache-2.0
translator,general,콘텐츠를 다른 언어로 번역할 때,fully-compatible,read_file|write_file,,sodam-ai/SoDam-Agent,Apache-2.0
account-strategist,infrastructure,"Expert post-sale account strategist specializing in land-and-expand execution, stakeholder mapping, QBR facilitation, an",fully-compatible,,,Raheel2774/agency-agents,MIT
ansible-expert,infrastructure,"Master Ansible automation for configuration management, application deployment, and task orchestration. Use PROACTIVELY ",fully-compatible,,,0xfurai/claude-code-subagents,MIT
azure-infra-engineer,infrastructure,"Use when a task needs Azure-specific infrastructure review or implementation across resources, networking, identity, or ",fully-compatible,read_file|write_file|edit_file|run_shell_command|glob|grep,,VoltAgent/awesome-codex-subagents;VoltAgent/awesome-claude-code-subagents;ankitmundada/awesome-gemini-cli-subagents,MIT;MIT;MIT
blockchain-developer-infrastructure,infrastructure,"Build production-ready Web3 applications, smart contracts, and decentralized systems. Implements DeFi protocols, NFT pla",fully-compatible,,,wshobson/agents,MIT
china-e-commerce-operator,infrastructure,"Expert China e-commerce operations specialist covering Taobao, Tmall, Pinduoduo, and JD ecosystems with deep expertise i",fully-compatible,,,Raheel2774/agency-agents,MIT
cicd-automation-terraform-specialist,infrastructure,"Expert Terraform/OpenTofu specialist mastering advanced IaC automation, state management, and enterprise infrastructure ",fully-compatible,,,wshobson/agents;wshobson/agents;wshobson/agents,MIT;MIT;MIT
cloud-infrastructure-deployment-engineer,infrastructure,"Expert deployment engineer specializing in modern CI/CD pipelines, GitOps workflows, and advanced deployment automation.",fully-compatible,,,wshobson/agents;wshobson/agents;wshobson/agents,MIT;MIT;MIT
cloud-infrastructure-network-engineer,infrastructure,"Expert network engineer specializing in modern cloud networking, security architectures, and performance optimization. M",fully-compatible,,,wshobson/agents;wshobson/agents,MIT;MIT
cs-pulse,infrastructure,"Multi-source recency research persona. Walks 2–4 forcing intake questions one at a time (topic specificity, angle, time ",fully-compatible,read_file|write_file|run_shell_command|web_fetch|web_search,,alirezarezvani/claude-skills,MIT
customer-support,infrastructure,"Elite AI-powered customer support specialist mastering conversational AI, automated ticketing, sentiment analysis, and o",fully-compatible,,,wshobson/agents,MIT
dart-expert,infrastructure,"Write idiomatic Dart code, optimize for Dart VM, and ensure cross-platform compatibility for Flutter applications.",fully-compatible,,,0xfurai/claude-code-subagents,MIT
data-engineer-infrastructure,infrastructure,"Use this agent when you need to design, build, or optimize data pipelines, ETL/ELT processes, and data infrastructure. I",fully-compatible,read_file|write_file|edit_file|run_shell_command|glob|grep,,VoltAgent/awesome-claude-code-subagents,MIT
email-deliverability-engineer,infrastructure,"Use this agent when configuring email authentication, integrating transactional or marketing email providers, diagnosing",fully-compatible,read_file|write_file|edit_file|run_shell_command|glob|grep,,VoltAgent/awesome-claude-code-subagents,MIT
euler,infrastructure,"Leonhard Euler reasoning pattern — notation design as infrastructure that makes solutions visible, through exhaustive en",requires-mcp,read_file|edit_file|write_file|run_shell_command|glob|grep|web_fetch|web_search|mcp__plugin_hypermnesia-mcp_cortex__unified_search|mcp__plugin_hypermnesia-mcp_cortex__recall|mcp__plugin_hypermnesia-mcp_cortex__remember|mcp__plugin_hypermnesia-mcp_cortex__navigate_memory|mcp__plugin_hypermnesia-mcp_cortex__get_causal_chain|mcp__plugin_hypermnesia-mcp_cortex__memory_stats|mcp__plugin_ai-architect-mcp-codebase_ai-architect__query_graph|mcp__plugin_ai-architect-mcp-codebase_ai-architect__get_context|mcp__plugin_ai-architect-mcp-codebase_ai-architect__get_symbol|mcp__plugin_ai-architect-mcp-codebase_ai-architect__search_codebase|mcp__plugin_ai-architect-mcp-codebase_ai-architect__get_impact|mcp__plugin_ai-architect-mcp-codebase_ai-architect__get_processes,plugin_hypermnesia-mcp_cortex|plugin_ai-architect-mcp-codebase_ai-architect,cdeust/zetetic-team-subagents,MIT
french-consulting-market-navigator,infrastructure,"Navigate the French ESN/SI freelance ecosystem — margin models, platform mechanics (Malt, collective.work), portage sala",fully-compatible,,,Raheel2774/agency-agents,MIT
healthcare-marketing-compliance-specialist,infrastructure,"Expert in healthcare marketing compliance in China, proficient in the Advertising Law, Medical Advertisement Management ",fully-compatible,,,Raheel2774/agency-agents,MIT
infra-troubleshooter,infrastructure,배포·인프라 문제를 진단하고 원인을 찾을 때,fully-compatible,read_file|grep|run_shell_command,,sodam-ai/SoDam-Agent,Apache-2.0
infrastructure-maintainer,infrastructure,"Expert infrastructure specialist focused on system reliability, performance optimization, and technical operations manag",fully-compatible,,,Raheel2774/agency-agents,MIT
it-ops-orchestrator,infrastructure,"Use for orchestrating complex IT operations tasks that span multiple domains (PowerShell automation, .NET development, i",fully-compatible,read_file|write_file|edit_file|run_shell_command|glob|grep,,VoltAgent/awesome-claude-code-subagents;ankitmundada/awesome-gemini-cli-subagents,MIT;MIT
lateral-movement,infrastructure,Delegates to this agent when the user wants post-foothold lateral-movement strategy on an authorized engagement — pass-t,fully-compatible,read_file|write_file|edit_file|grep|glob|web_fetch|web_search,,0xSteph/pentest-ai-agents,MIT
machine-learning-engineer-infrastructure,infrastructure,"Expert ML engineer specializing in production model deployment, serving infrastructure, and scalable ML systems. Masters",needs-tool-mapping,read_file|write_file|run_shell_command,,ankitmundada/awesome-gemini-cli-subagents,MIT
market-technical,infrastructure,You are a technical marketing analysis specialist. You evaluate the technical foundations that impact marketing effectiv,requires-manual-conversion,,,zubair-trabzada/ai-marketing-claude,MIT
ml-engineer-infrastructure,infrastructure,"Use this agent when building production ML systems requiring model training pipelines, model serving infrastructure, per",fully-compatible,read_file|write_file|edit_file|run_shell_command|glob|grep,,VoltAgent/awesome-claude-code-subagents,MIT
multi-platform-publisher,infrastructure,Expert orchestrator for one-click Chinese blog publishing. Routes a single article to 知乎 / 小红书 / CSDN / B站 / 公众号 / 掘金 vi,fully-compatible,,,Raheel2774/agency-agents,MIT
opsec-anonymizer,infrastructure,"Delegates to this agent when the user asks about operator-side identity hygiene, source IP separation, traffic anonymiza",fully-compatible,read_file|write_file|edit_file|grep|glob|web_fetch|web_search,,0xSteph/pentest-ai-agents,MIT
platform-engineer,infrastructure,"Use when building or improving internal developer platforms (IDPs), designing self-service infrastructure, or optimizing",fully-compatible,read_file|write_file|edit_file|run_shell_command|glob|grep,,VoltAgent/awesome-claude-code-subagents;VoltAgent/awesome-codex-subagents;ankitmundada/awesome-gemini-cli-subagents,MIT;MIT;MIT
platform-product-manager,infrastructure,"Use when a task needs platform roadmap, adoption strategy, success metrics, and stakeholder alignment for internal platf",fully-compatible,,,VoltAgent/awesome-codex-subagents,MIT
programmatic-display-buyer,infrastructure,"Display advertising and programmatic media buying specialist covering managed placements, Google Display Network, DV360,",fully-compatible,web_fetch|web_search|read_file|write_file|edit_file|run_shell_command,,Raheel2774/agency-agents,MIT
pulumi-expert,infrastructure,Expert in Pulumi infrastructure as code for cloud resources,fully-compatible,,,0xfurai/claude-code-subagents,MIT
terraform-engineer,infrastructure,"Use when building, refactoring, or scaling infrastructure as code using Terraform with focus on multi-cloud deployments,",fully-compatible,read_file|write_file|edit_file|run_shell_command|glob|grep,,VoltAgent/awesome-claude-code-subagents;JosephHampton/awesome-gemini-cli-subagents;VoltAgent/awesome-codex-subagents;ankitmundada/awesome-gemini-cli-subagents,MIT;NOASSERTION;MIT;MIT
terraform-expert,infrastructure,"Expert in infrastructure-as-code using Terraform, specializing in efficient and reliable infrastructure provisioning and",fully-compatible,,,0xfurai/claude-code-subagents,MIT
tool-evaluator,infrastructure,"Expert technology assessment specialist focused on evaluating, testing, and recommending tools, software, and platforms ",fully-compatible,,,Raheel2774/agency-agents,MIT
windows-infra-admin,infrastructure,"Use when a task needs Windows infrastructure administration across Active Directory, DNS, DHCP, GPO, or Windows automati",fully-compatible,read_file|write_file|edit_file|run_shell_command|glob|grep,,VoltAgent/awesome-codex-subagents;VoltAgent/awesome-claude-code-subagents;ankitmundada/awesome-gemini-cli-subagents,MIT;MIT;MIT
bash-expert,linux,"Master of defensive Bash scripting for production automation, CI/CD pipelines, and system utilities. Expert in safe, por",fully-compatible,,,0xfurai/claude-code-subagents,MIT
bash-pro,linux,"Master of defensive Bash scripting for production automation, CI/CD pipelines, and system utilities. Expert in safe, por",fully-compatible,,,wshobson/agents,MIT
elixir-expert,linux,"Expertise in Elixir programming, specializing in functional programming, concurrency, and fault-tolerant systems. Utiliz",fully-compatible,,,0xfurai/claude-code-subagents,MIT
phoenix-expert,linux,"Expert in Phoenix framework, optimizing web applications, and ensuring best practices. Handles performance tuning, real-",fully-compatible,,,0xfurai/claude-code-subagents,MIT
posix-shell-pro,linux,Expert in strict POSIX sh scripting for maximum portability across Unix-like systems. Specializes in shell scripts that ,fully-compatible,,,wshobson/agents,MIT
council-karpathy,machine-learning,"Council member. Use standalone for neural network intuition & empirical ML analysis, or via /council for multi-perspecti",fully-compatible,read_file|grep|glob|run_shell_command|web_search|web_fetch,,0xNyk/council-of-high-intelligence,MIT
geoai-ml-engineer,machine-learning,"Geospatial machine learning specialist who builds models for feature extraction, object detection, image segmentation, a",fully-compatible,,,Raheel2774/agency-agents,MIT
machine-learning-engineer-machine-learning,machine-learning,"Use when a task needs ML system implementation work across training pipelines, feature flow, model serving, or inference",fully-compatible,,,VoltAgent/awesome-codex-subagents,MIT
ml-engineer-machine-learning,machine-learning,"Build production ML systems with PyTorch 2.x, TensorFlow, and modern ML frameworks. Implements model serving, feature en",fully-compatible,read_file|write_file|run_shell_command,,wshobson/agents;ankitmundada/awesome-gemini-cli-subagents;VoltAgent/awesome-codex-subagents,MIT;MIT;MIT
mlops,machine-learning,"ML infrastructure specialist — training pipelines, model serving, GPU optimization, distributed training",requires-mcp,read_file|edit_file|write_file|run_shell_command|glob|grep|mcp__plugin_hypermnesia-mcp_cortex__unified_search|mcp__plugin_hypermnesia-mcp_cortex__recall|mcp__plugin_hypermnesia-mcp_cortex__remember|mcp__plugin_hypermnesia-mcp_cortex__navigate_memory|mcp__plugin_hypermnesia-mcp_cortex__get_causal_chain|mcp__plugin_hypermnesia-mcp_cortex__memory_stats|mcp__plugin_ai-architect-mcp-codebase_ai-architect__query_graph|mcp__plugin_ai-architect-mcp-codebase_ai-architect__get_context|mcp__plugin_ai-architect-mcp-codebase_ai-architect__get_symbol|mcp__plugin_ai-architect-mcp-codebase_ai-architect__search_codebase|mcp__plugin_ai-architect-mcp-codebase_ai-architect__get_impact|mcp__plugin_ai-architect-mcp-codebase_ai-architect__get_processes,plugin_hypermnesia-mcp_cortex|plugin_ai-architect-mcp-codebase_ai-architect,cdeust/zetetic-team-subagents,MIT
mlops-engineer,machine-learning,"Build comprehensive ML pipelines, experiment tracking, and model registries with MLflow, Kubeflow, and modern MLOps tool",fully-compatible,read_file|write_file|edit_file|run_shell_command|glob|grep,,wshobson/agents;VoltAgent/awesome-claude-code-subagents;JosephHampton/awesome-gemini-cli-subagents;VoltAgent/awesome-codex-subagents;ankitmundada/awesome-gemini-cli-subagents,MIT;MIT;NOASSERTION;MIT;MIT
pearl,machine-learning,Judea Pearl reasoning pattern — causal inference via do-calculus,requires-mcp,read_file|edit_file|write_file|run_shell_command|glob|grep|web_fetch|web_search|mcp__plugin_hypermnesia-mcp_cortex__unified_search|mcp__plugin_hypermnesia-mcp_cortex__recall|mcp__plugin_hypermnesia-mcp_cortex__remember|mcp__plugin_hypermnesia-mcp_cortex__navigate_memory|mcp__plugin_hypermnesia-mcp_cortex__get_causal_chain|mcp__plugin_hypermnesia-mcp_cortex__memory_stats|mcp__plugin_ai-architect-mcp-codebase_ai-architect__query_graph|mcp__plugin_ai-architect-mcp-codebase_ai-architect__get_context|mcp__plugin_ai-architect-mcp-codebase_ai-architect__get_symbol|mcp__plugin_ai-architect-mcp-codebase_ai-architect__search_codebase|mcp__plugin_ai-architect-mcp-codebase_ai-architect__get_impact|mcp__plugin_ai-architect-mcp-codebase_ai-architect__get_processes,plugin_hypermnesia-mcp_cortex|plugin_ai-architect-mcp-codebase_ai-architect,cdeust/zetetic-team-subagents,MIT
peirce,machine-learning,Charles Sanders Peirce reasoning pattern — abductive inference (hypothesis generation from anomalies),requires-mcp,read_file|edit_file|write_file|run_shell_command|glob|grep|web_fetch|web_search|mcp__plugin_hypermnesia-mcp_cortex__unified_search|mcp__plugin_hypermnesia-mcp_cortex__recall|mcp__plugin_hypermnesia-mcp_cortex__remember|mcp__plugin_hypermnesia-mcp_cortex__navigate_memory|mcp__plugin_hypermnesia-mcp_cortex__get_causal_chain|mcp__plugin_hypermnesia-mcp_cortex__memory_stats|mcp__plugin_ai-architect-mcp-codebase_ai-architect__query_graph|mcp__plugin_ai-architect-mcp-codebase_ai-architect__get_context|mcp__plugin_ai-architect-mcp-codebase_ai-architect__get_symbol|mcp__plugin_ai-architect-mcp-codebase_ai-architect__search_codebase|mcp__plugin_ai-architect-mcp-codebase_ai-architect__get_impact|mcp__plugin_ai-architect-mcp-codebase_ai-architect__get_processes,plugin_hypermnesia-mcp_cortex|plugin_ai-architect-mcp-codebase_ai-architect,cdeust/zetetic-team-subagents,MIT
